date,press,headline
3799,July 20 2016, JIM RUTENBERG," ""A TV Power Hits the End of His Path"""
3800,July 20 2016, SYDNEY EMBER," ""Drudge Tweet on Roger Ailes Sets Off Media Scramble"""
3801,July 20 2016, MICHAEL J. de la MERCED," ""Hyperloop One Sues 4 Who Accused the Start-Up of Harassment"""
3802,July 20 2016, JEFF SOMMER," ""Both Political Parties Agree: Rein In the Big Banks"""
3803,July 20 2016, ELIZABETH OLSON," ""Cash Pay Dips a Bit for Corporate Lawyers"""
3804,July 20 2016, JOHN KOBLIN and JIM RUTENBERG," ""Ailes in Talks to Step Down at Fox News"""
3805,July 20 2016, LESLIE PICKER and REED ABELSON," ""U.S. Moves to Block 2 Big Health Care Mergers"""
3806,July 20 2016, STEVEN DAVIDOFF SOLOMON," ""Theresa May’s Vision of a Radical British Conservatism"""
3807,July 20 2016, KEVIN ALLISON and OLAF STORBECK," ""Rejection of Bayer Bid May Shortchange Monsanto Shareholders"""
3808,July 19 2016, JACK EWING and HIROKO TABUCHI," ""Suits Trace  VW Cover-Up All the Way to the Top"""
3809,July 19 2016, JAMES KANTER," ""Price-Fixing Truck Makers  Get Record Fine in Europe"""
3810,July 20 2016, EDUARDO PORTER," ""Embrace of Renewables Has a Hidden Cost"""
3811,July 20 2016, MICHAEL J. de la MERCED," ""Monsanto Says No to Bayer,  but Adds It’s Still Listening"""
3812,July 20 2016, THE ASSOCIATED PRESS," ""Markets Throttle Down After Mixed Earnings Reports"""
3813,July 19 2016, REUTERS," ""Brexit Vote Seems to Be Weighing on UK Housing Market-BoE's Woods"""
3814,July 19 2016, PETER EAVIS," ""Race Strongly Influences Mortgage Lending in St. Louis, Study Finds"""
3815,July 19 2016, ANDREW ROSS SORKIN," ""On Same  Ticket,  but Not  Same Page"""
3816,July 19 2016, EMILY STEEL," ""Netflix Disappoints With Report of a Slowdown in Subscriber Growth"""
3817,July 21 2016," JOHN KOBLIN, EMILY STEEL and JIM RUTENBERG"," ""As Accusations Build, Murdoch Ushers Ailes Out at Fox News"""
3818,July 21 2016, REUTERS," ""GM Will Cut Costs in Europe to Offset Any Brexit Expenses: CFO"""
3819,July 21 2016," JIM RUTENBERG, BEN PROTESS and EMILY STEEL"," ""Internal Inquiry  Sealed the Fate  of Ailes at Fox"""
3820,July 21 2016, ANDREW ROSS SORKIN," ""Chiefs Meet in Secret to Examine Governance"""
3821,July 21 2016, OLAF STORBECK," ""Cost Cuts Help Volkswagen Profit, but Brexit Will Hurt It"""
3822,July 21 2016, JOHN KOBLIN and MICHAEL M. GRYNBAUM," ""Ailes’s Departure Unlikely to Erode Fox News Citadel"""
3823,July 21 2016, THE NEW YORK TIMES," ""This Article Was Published in Error"""
3824,July 21 2016, BARRY MEIER and BENJAMIN WEISER," ""Appeals Court Rejects Seizure of Building Said to Be a Front for Iran"""
3825,July 21 2016, LIZ MOYER," ""How Traders Use Front-Running to Profit From Client Orders"""
3826,July 21 2016, REED ABELSON," ""Failure of 2 Health Insurer Mergers Is Unlikely to Thwart More Efforts"""
3827,July 21 2016, GREGORY SCHMIDT," ""Being Your Favorite Superhero at Comic-Con, Virtual Cape Provided"""
3828,July 21 2016, MICHAEL J. de la MERCED," ""Anheuser-Busch InBev Merger With SABMiller Wins U.S. Antitrust Approval"""
3829,July 21 2016, MARY WILLIAMS WALSH," ""Hedge Funds Sue Governor of Puerto Rico Over Spending"""
3830,July 21 2016, VINOD SREEHARSHA," ""Goldman Leads $10 Million Financing Round for CargoX of Brazil"""
3831,July 20 2016, AMY CORTESE," ""A New Wrinkle in the Gig Economy: Workers Get Most of the Money"""
3832,July 21 2016, ANDREW POLLACK," ""F.D.A. Approval Ends Bid to Block Generic Drugs"""
3833,July 21 2016, THE ASSOCIATED PRESS," ""Wall St. Edges Into Record Territory as Earnings Cheer Traders"""
3834,July 21 2016, ALEXANDRA STEVENSON," ""Criminal Charges for HSBC Bankers in Currency Trade"""
3835,July 21 2016, JACK EWING," ""Latest Attacks on VW  Aim at Its Top Leaders"""
3836,July 21 2016, CHAD BRAY," ""Pimco Hires Emmanuel Roman, Man Group’s Chief Executive, for Top Post"""
3837,July 22 2016, NEAL E. BOUDETTE," ""U.S. and Industry Scout Sites to Test Self-Driving Cars"""
3838,July 22 2016, STACY COWLEY," ""To Curb Abuse, Loan Rules May Cut a Lifeline"""
3839,July 22 2016, NICK CORASANITI," ""Fox’s Impact, Absent Ailes"""
3840,July 22 2016, MICHAEL SCHUMAN," ""China, Long Accused of Stealing Jobs, Now Appears to Be Losing Them Instead"""
3841,July 22 2016, MICHAEL J. de la MERCED and VINDU GOEL," ""Verizon, Building Its Digital Arsenal, Said to Be Near a Deal to Buy Yahoo"""
3842,July 22 2016, THE ASSOCIATED PRESS," ""S.&P. Edges Higher, Setting Yet Another Record"""
3843,July 22 2016, JONATHAN SOBLE," ""Pokémon Go, With Tie-In, Makes It Home to Japan"""
3844,July 22 2016, ERIC LICHTBLAU," ""Swedish Group to Oversee American Phone Routing"""
3845,July 22 2016, MICHAEL M. GRYNBAUM," ""Reaction at Fox News"""
3846,July 21 2016," JOHN KOBLIN, EMILY STEEL and JIM RUTENBERG"," ""As Accusations Build, Murdoch Ushers Ailes Out at Fox News"""
3847,July 22 2016, STEPHANIE STROM," ""Chipotle’s Rough Spell Translates Into Little Help for Its Rivals"""
3848,July 22 2016, MICHAEL J. de la MERCED," ""Exxon Mobil Acquires InterOil for $2.5 Billion"""
3849,July 22 2016, CHAD BRAY," ""Uncertainty Clouds London, but a Billionaire Sees a Clear Opportunity"""
3850,July 22 2016, WILLIAM D. COHAN," ""A Clue to the Scarcity of Financial Crisis Prosecutions"""
3851,July 22 2016, ANTONY CURRIE," ""Elon Musk’s Futuristic Plans Give Shareholders Cause to Worry"""
3852,July 22 2016, BILL VLASIC," ""Tesla’s Chief Envisions Expansion of Self-Driving Technology to Trucks and Buses"""
3853,July 22 2016, JAMES B. STEWART," ""Faulting the Fed in Lehman’s Fall"""
3854,July 22 2016, MICHAEL J. de la MERCED," ""Ron Bloom, a Top Lazard Banker, Leaves for Brookfield Asset Management"""
3855,July 22 2016, LESLIE PICKER and REED ABELSON," ""U.S. Sues to Stop Mergers of Giant Health Insurers"""
3856,July 22 2016, THE ASSOCIATED PRESS," ""Dow’s Longest Winning Streak in 3 Years Comes to an End"""
3857,July 23 2016," JIM RUTENBERG, EMILY STEEL and JOHN KOBLIN"," ""Kisses and Fear for the Women From Fox News"""
3858,July 22 2016, NEAL E. BOUDETTE," ""U.S. and Industry Scout Sites to Test Self-Driving Cars"""
3859,July 22 2016, STACY COWLEY," ""To Curb Abuse, Loan Rules May Cut a Lifeline"""
3860,July 23 2016, MICHAEL J. de la MERCED," ""Hershey Trust Reaches Tentative Deal With Pennsylvania on Governance"""
3861,July 23 2016, LIZ MOYER," ""Finra Sides With Brokers in Battle Against Credit Suisse"""
3862,July 22 2016, NICK CORASANITI," ""Fox’s Impact, Absent Ailes"""
3863,July 23 2016, SAM ROBERTS," ""William Gaines, 82, Prizewinning Investigative Reporter"""
3864,July 23 2016, KEVIN ALLISON," ""Elliott Management Shows PulteGroup Founder How to Get Things Done"""
3865,July 22 2016, MICHAEL SCHUMAN," ""China, Long Accused of Stealing Jobs, Now Appears to Be Losing Them Instead"""
3866,July 23 2016, STEVEN DAVIDOFF SOLOMON," ""Changing Takeover Laws and the ExamWorks Deal"""
3867,July 22 2016, MICHAEL J. de la MERCED and VINDU GOEL," ""Verizon, Building Its Digital Arsenal, Said to Be Near a Deal to Buy Yahoo"""
3868,July 22 2016, THE ASSOCIATED PRESS," ""S.&P. Edges Higher, Setting Yet Another Record"""
3869,July 23 2016, PRADNYA JOSHI," ""How Fox News’s Influence Grew Under Roger Ailes"""
3870,July 23 2016, SIMON C.Y. WONG," ""If a $2 Trillion Saudi Aramco Goes Public, Will It Withstand Outsider Scrutiny?"""
3871,July 22 2016, JONATHAN SOBLE," ""Pokémon Go, With Tie-In, Makes It Home to Japan"""
3872,July 23 2016, LIZ ALDERMAN," ""I.M.F. Chief Faces French Trial, Far From Duties in U.S."""
3873,July 22 2016, ERIC LICHTBLAU," ""Swedish Group to Oversee American Phone Routing"""
3874,July 22 2016, MICHAEL M. GRYNBAUM," ""Reaction at Fox News"""
3875,July 22 2016, STEPHANIE STROM," ""Chipotle’s Rough Spell Translates Into Little Help for Its Rivals"""
3876,July 22 2016, MICHAEL J. de la MERCED," ""Exxon Mobil Acquires InterOil for $2.5 Billion"""
3877,July 24 2016, MATT RICHTEL," ""Tesla’s Chief Sticks to Mission Despite a Series of Setbacks"""
3878,July 23 2016," JIM RUTENBERG, EMILY STEEL and JOHN KOBLIN"," ""Kisses and Fear for the Women From Fox News"""
3879,July 24 2016,," ""A Look Behind the Curtain"""
3880,July 24 2016, ROBERT FRANK," ""The Other Side of an Infamous Hamptons House Party"""
3881,July 24 2016, CLAIRE MARTIN," ""A Healthier Way to Feed Your Cat: Hide Its Meals"""
3882,July 24 2016, GRETCHEN MORGENSON," ""More Profit, More Clarity on Taxation"""
3883,July 24 2016, ALEXANDRA ALTER and BROOKS BARNES," ""Start-Up Sees New Life in Dead Movie Scripts"""
3884,July 24 2016, BROOKS BARNES," ""In a Gleeful Twist at a Horror Film Screening, ‘Blair Witch’ Is Revived"""
3885,July 23 2016, MICHAEL J. de la MERCED," ""Hershey Trust Reaches Tentative Deal With Pennsylvania on Governance"""
3886,July 23 2016, LIZ MOYER," ""Finra Sides With Brokers in Battle Against Credit Suisse"""
3887,July 23 2016, SAM ROBERTS," ""William Gaines, 82, Prizewinning Investigative Reporter"""
3888,July 23 2016, KEVIN ALLISON," ""Elliott Management Shows PulteGroup Founder How to Get Things Done"""
3889,July 23 2016, STEVEN DAVIDOFF SOLOMON," ""Changing Takeover Laws and the ExamWorks Deal"""
3890,July 23 2016, PRADNYA JOSHI," ""How Fox News’s Influence Grew Under Roger Ailes"""
3891,July 23 2016, SIMON C.Y. WONG," ""If a $2 Trillion Saudi Aramco Goes Public, Will It Withstand Outsider Scrutiny?"""
3892,July 23 2016, LIZ ALDERMAN," ""I.M.F. Chief Faces French Trial, Far From Duties in U.S."""
3893,July 24 2016, ADAM BRYANT," ""It’s Impossible to Refute Results"""
3894,July 24 2016, NELSON D. SCHWARTZ," ""Karl Case, Economist Who Lent Clarity  to an Opaque Housing Market, Dies at 69"""
3895,July 25 2016, REUTERS," ""Fed Prepares Action Against Goldman Over NY Fed Leak: NYT"""
3896,July 25 2016, LESLIE PICKER," ""Private Equity Firm Acquires Owner of DVD Rental Kiosks"""
3897,July 25 2016, THE NEW YORK TIMES," ""Oil and Tech Earnings, and Initial G.D.P. Data"""
3898,July 25 2016, JOHN HERRMAN," ""In Media Company Advertising, Sponsored Content Is Becoming King"""
3899,July 25 2016, JACK EWING," ""Celebrated but Struggling"""
3900,July 25 2016, MARTHA C. WHITE," ""Planned Parenthood Seeks Out Next Generation on Tumblr"""
3901,July 25 2016, REUTERS," ""‘Brexit’ Worries Dominate Meeting of Finance Ministers"""
3902,July 25 2016,," ""Treasury Auctions Set for This Week"""
3903,July 24 2016, MATT RICHTEL," ""Tesla’s Chief Sticks to Mission Despite a Series of Setbacks"""
3904,July 24 2016,," ""A Look Behind the Curtain"""
3905,July 24 2016, ROBERT FRANK," ""The Other Side of an Infamous Hamptons House Party"""
3906,July 24 2016, CLAIRE MARTIN," ""A Healthier Way to Feed Your Cat: Hide Its Meals"""
3907,July 24 2016, GRETCHEN MORGENSON," ""More Profit, More Clarity on Taxation"""
3908,July 24 2016, ALEXANDRA ALTER and BROOKS BARNES," ""Start-Up Sees New Life in Dead Movie Scripts"""
3909,July 24 2016, BROOKS BARNES," ""In a Gleeful Twist at a Horror Film Screening, ‘Blair Witch’ Is Revived"""
3910,July 24 2016, ADAM BRYANT," ""It’s Impossible to Refute Results"""
3911,July 24 2016, NELSON D. SCHWARTZ," ""Karl Case, Economist Who Lent Clarity  to an Opaque Housing Market, Dies at 69"""
3912,July 26 2016, KATIE ROGERS," ""Youree Dell Harris, 53, TV’s Psychic Miss Cleo"""
3913,July 26 2016, REUTERS," ""State Prosecutors Reject U.S. Lawmakers' Subpoena on Exxon Probe"""
3914,July 26 2016, ANDREW ROSS SORKIN," ""The One Thing Both Sides Want: Break Up Banks"""
3915,July 26 2016, BEN PROTESS and JESSICA SILVER-GREENBERG," ""Goldman Sachs Could Be Facing Action From Fed Over 2014 Leak"""
3916,July 26 2016, BINYAMIN APPELBAUM," ""Global Voice at the Fed"""
3917,July 26 2016, MICHAEL J. de la MERCED," ""For Yahoo, Question Is What to Do With $40 Billion in Leftovers"""
3918,July 25 2016, REUTERS," ""Fed Prepares Action Against Goldman Over NY Fed Leak: NYT"""
3919,July 25 2016, LESLIE PICKER," ""Private Equity Firm Acquires Owner of DVD Rental Kiosks"""
3920,July 26 2016, STANLEY REED," ""Strike Plan in North Sea Suggests Big Oil Is Running Out of Places to Cut"""
3921,July 26 2016, BARRY MEIER," ""Surgery Fixes a Ligament (if It Exists). Does It Fix the Knee?"""
3922,July 26 2016, JENNIFER SABA," ""Verizon and Yahoo: Internet Also-Rans With Big Hopes"""
3923,July 26 2016, MARTHA C. WHITE," ""Your Local Hotel Is Trying to Impress Guests With a New Amenity: You"""
3924,July 26 2016, THE ASSOCIATED PRESS," ""Market Weighed Down by Sinking Energy Sector"""
3925,July 26 2016, PETER J. HENNING," ""Finding the Fraud in the HSBC Currency Trading Case"""
3926,July 26 2016, VANESSA FRIEDMAN," ""LVMH Sells Donna Karan, Which Struggled to Fit In, to a U.S. Manufacturer"""
3927,July 25 2016, THE NEW YORK TIMES," ""Oil and Tech Earnings, and Initial G.D.P. Data"""
3928,July 25 2016, JOHN HERRMAN," ""In Media Company Advertising, Sponsored Content Is Becoming King"""
3929,July 25 2016, JACK EWING," ""Celebrated but Struggling"""
3930,July 25 2016, MARTHA C. WHITE," ""Planned Parenthood Seeks Out Next Generation on Tumblr"""
3931,July 25 2016, REUTERS," ""‘Brexit’ Worries Dominate Meeting of Finance Ministers"""
3932,July 27 2016, BEN SISARIO," ""Classic Songs Wriggle to Life"""
3933,July 27 2016, ANDREW POLLACK," ""Alzheimer’s Drug, Full of Promise, Falters in the Final Stage of Trials"""
3934,July 27 2016, LESLIE PICKER and QUENTIN HARDY," ""Chip Maker Analog Devices to Buy Linear Technology"""
3935,July 26 2016, KATIE ROGERS," ""Youree Dell Harris, 53, TV’s Psychic Miss Cleo"""
3936,July 27 2016, ALEXANDRA STEVENSON and MATTHEW GOLDSTEIN," ""At World’s Largest Hedge Fund, Sex, Fear and Video Surveillance"""
3937,July 27 2016, NEAL E. BOUDETTE," ""Sales Not Hot as Thought, Fiat Chrysler Revises Data"""
3938,July 27 2016, KEVIN GRANVILLE," ""The Trans-Pacific Partnership Trade Accord Explained"""
3939,July 27 2016, JOHN HERRMAN," ""Mayer’s Media Problem at Yahoo Is Now Verizon’s"""
3940,July 26 2016, REUTERS," ""State Prosecutors Reject U.S. Lawmakers' Subpoena on Exxon Probe"""
3941,July 27 2016, ROBERT CYRAN," ""Yahoo Is a Case Study in Poor Timing"""
3942,July 27 2016, DIANE CARDWELL," ""Tug of War  in Fine Print of Your  Electric Bill"""
3943,July 27 2016, CHAD BRAY," ""Exchanges’ Merger Gets Shareholder Approval"""
3944,July 27 2016, STEVEN DAVIDOFF SOLOMON," ""In Comfort of a Close Shave, a Distressing Disruption"""
3945,July 27 2016, NATHANIEL POPPER," ""Firm Sues Goldman Sachs Over Its Ties to Malaysia"""
3946,July 27 2016, THE ASSOCIATED PRESS," ""Wall St. Wavers as Investors Assess Corporate Earnings Reports This Week"""
3947,July 27 2016, CHAD BRAY," ""Vivendi Revises Offer for Mediaset Unit"""
3948,July 27 2016, EDUARDO PORTER," ""Uneasy Alternative to an Imperfect Trade Deal"""
3949,July 27 2016, CHAD BRAY," ""Pound’s Fall Nudges Anheuser-Busch to Sweeten Offer for SABMiller"""
3950,July 26 2016, ANDREW ROSS SORKIN," ""The One Thing Both Sides Want: Break Up Banks"""
3951,July 26 2016, BEN PROTESS and JESSICA SILVER-GREENBERG," ""Goldman Sachs Could Be Facing Action From Fed Over 2014 Leak"""
3952,July 28 2016, THE ASSOCIATED PRESS," ""Amazon's Already Large Distribution Empire Keeps Expanding"""
3953,July 28 2016, REUTERS," ""Russian Investigators Search PwC Office in Moscow-TASS"""
3954,July 28 2016, REUTERS," ""Deutsche Bank Appoints New Management Board Members"""
3955,July 28 2016, JIM RUTENBERG," ""Clinton’s Convention Was Made for TV. Trump’s Was Made for Twitter."""
3956,July 28 2016, STACY COWLEY," ""Abuses by Debt Collectors Prompt New Federal Rules"""
3957,July 27 2016, BEN SISARIO," ""Classic Songs Wriggle to Life"""
3958,July 28 2016, MICHAEL J. de la MERCED," ""Woman Joins Top Ranks in a Mostly Male Field"""
3959,July 28 2016, MICHAEL M. GRYNBAUM and EMILY STEEL," ""After Ailes’s Departure, a Stony Silence at Fox"""
3960,July 28 2016, REUTERS," ""Teva Approved To Purchase  Allergan’s Generics"""
3961,July 28 2016, VICTORIA FINKLE," ""Agency Pursues Bank Fraud, but Its Net Catches Mostly Small Fish"""
3962,July 28 2016, RACHEL ABRAMS," ""E.P.A. Adopts New Rules to Regulate Formaldehyde"""
3963,July 28 2016, MICHAEL J. de la MERCED," ""LionTree Hires JPMorgan Banker to Lead European Division"""
3964,July 28 2016, GREGORY SCHMIDT," ""Seeking Craftsmanship, and Cachet, With Made-in-the-U.S.A. Label"""
3965,July 28 2016, JENNIFER SABA," ""Twitter Might Want to Steal From Yahoo’s Playbook"""
3966,July 28 2016, BINYAMIN APPELBAUM," ""More Upbeat Fed Hints at Move to Raise Rates"""
3967,July 28 2016, SAM ROBERTS," ""Forrest E. Mars Jr., 84, Candy Scion, Dies"""
3968,July 27 2016, ANDREW POLLACK," ""Alzheimer’s Drug, Full of Promise, Falters in the Final Stage of Trials"""
3969,July 28 2016, DANIEL VICTOR," ""Bill O’Reilly Defends Comments About ‘Well Fed’ Slaves"""
3970,July 28 2016, CHAD BRAY," ""I.M.F. Financial Counselor to Join Standard Chartered as Chairman"""
3971,July 28 2016, JAMES KANTER," ""Spain and Portugal Avoid Penalties Over Spending Rules"""
3972,July 29 2016, NEAL E. BOUDETTE," ""Tesla Says Its Autopilot System Was Not at Fault in Fatal Florida Crash"""
3973,July 29 2016, CHAD BRAY," ""Stress Tests Find Handful of Europe’s Biggest Banks Would Struggle in a Crisis"""
3974,July 29 2016, EMILY STEEL," ""Redstone’s Busy October: 3 Cases in 3 Courts in 3 States"""
3975,July 29 2016, GRETCHEN MORGENSON," ""Two Bumps From One Price Jump"""
3976,July 29 2016, CLIFFORD KRAUSS and STANLEY REED," ""Energy Companies Retrench, but a Global Oil Glut Persists"""
3977,July 29 2016, ADAM BRYANT," ""Find the Courage to Take a Scary Leap"""
3978,July 29 2016, NOAM SCHEIBER," ""Ebullient Leader for Labor Emerges"""
3979,July 29 2016, THE ASSOCIATED PRESS," ""Oil Prices Keep Market Gains in Check"""
3980,July 29 2016, CHAD BRAY," ""Beer Merger Clears Two Hurdles, One in China and Another in the Board Room"""
3981,July 29 2016, NELSON D. SCHWARTZ," ""U.S. Economy Stays Stuck in Low Gear"""
3982,July 29 2016, JONATHAN SOBLE," ""Japan Resists Strong Medicine for Stimulus, but Will Keep Thinking About It"""
3983,July 29 2016, EMILY STEEL," ""October Trial Date Is Set on Redstone Competence"""
3984,July 28 2016, THE ASSOCIATED PRESS," ""Amazon's Already Large Distribution Empire Keeps Expanding"""
3985,July 29 2016, ROBERT CYRAN," ""Once Again, an Oracle Deal Benefits Ellison"""
3986,July 29 2016, STANLEY REED," ""French Utility Advances Plan to Build a Nuclear Plant in Britain"""
3987,July 29 2016, ALEXANDRA STEVENSON and MATTHEW GOLDSTEIN," ""Hedge Fund Rebuts Article on Its Culture"""
3988,July 29 2016, KAREN ZRAICK," ""Jack Davis, of the Usual Gang of Idiots at Mad, Dies at 91"""
3989,July 29 2016, MICHAEL J. de la MERCED," ""Peek, a Start-up for Tourism, Nets $10 Million From Investors"""
3990,July 28 2016, REUTERS," ""Russian Investigators Search PwC Office in Moscow-TASS"""
3991,July 28 2016, REUTERS," ""Deutsche Bank Appoints New Management Board Members"""
3992,July 30 2016, DAVID SEGAL," ""Chocolate-Covered Conflict"""
3993,July 30 2016, GLORIA DAWSON," ""Where a Suitcase Full of Cash Won’t Buy You Lunch"""
3994,July 30 2016, DAVID GELLES," ""The Online Universe According to Verizon"""
3995,July 29 2016, NEAL E. BOUDETTE," ""Tesla Says Its Autopilot System Was Not at Fault in Fatal Florida Crash"""
