date,press,headline
3029,January 11 2017, ANN CARRNS," ""The Number of Older Student Loan Borrowers Is Rising"""
3030,January 11 2017, KATE KELLY and MAGGIE HABERMAN," ""Another  Goldman  Executive Is Chosen"""
3031,January 11 2017," HIROKO TABUCHI, JACK EWING and MATT APUZZO"," ""6 Executives Charged as Volkswagen Pleads Guilty in Emissions Case"""
3032,January 11 2017, JOHN F. WASIK," ""How Student Debt Is Snuffing Out Creative Sparks"""
3033,January 11 2017, SAPNA MAHESHWARI," ""More Ads Coming to Instagram, This Time in Its Stories Feature"""
3034,January 11 2017, AMIE TSANG," ""Morning Agenda: Corporate Consolidation, Volkswagen Deal"""
3035,January 11 2017, SYDNEY EMBER and MICHAEL M. GRYNBAUM," ""BuzzFeed Posts Unverified Claims on Trump, Igniting a Debate"""
3036,January 11 2017, NOAM SCHEIBER," ""Studies Find Higher Minimum Wage May Have Losers"""
3037,January 11 2017, BINYAMIN APPELBAUM," ""Obama’s Merger Curbs May End Under Trump"""
3038,January 11 2017, JESSE DRUCKER," ""Tillerson, Forced to Shed Exxon Stock to Be Secretary of State, Wants to Defer Taxes"""
3039,January 11 2017, VICTORIA FINKLE," ""Court Denies Bid by Banks to Halt Suits Tied to Crisis"""
3040,January 11 2017, SYDNEY EMBER," ""Wall Street Journal Reporter to Run New Breitbart Section"""
3041,January 10 2017, ADAM LIPTAK," ""Supreme Court Considers Free Speech and Credit Card Fees"""
3042,January 10 2017, LANDON THOMAS Jr," ""A Titan’s Pledge Will Test Bankers"""
3043,January 10 2017, ROBERT CYRAN," ""How Valeant Had a Bright Idea but Took It Too Far"""
3044,January 12 2017, BEN PROTESS and MATT APUZZO," ""Tougher on Corporate Crime. For Now."""
3045,January 12 2017, JONAH ENGEL BROMWICH," ""Russian Network Interrupts a C-Span Online Broadcast"""
3046,January 12 2017, NEAL BOUDETTE," ""As S.U.V.s Reign, a New Camry Gets a Quiet Greeting"""
3047,January 12 2017, ROBERT CYRAN," ""Big Pharma on the Hot Seat"""
3048,January 12 2017, HIROKO TABUCHI," ""U.S. Says Fiat Chrysler Flouted Emissions Rules"""
3049,January 12 2017, REYNOLDS HOLDING," ""Eyeing Emergency Exits From Mergers in Anxious Times"""
3050,January 12 2017, JAMES B. STEWART," ""The Return of Goldman Sachs"""
3051,January 12 2017, JIM RUTENBERG," ""Outgunned, Outmaneuvered and in Need of a Game Plan"""
3052,January 12 2017, KEITH BRADSHER," ""Plan to Reduce Imports Could Raise Drug Prices"""
3053,January 12 2017, AMIE TSANG," ""Morning Agenda: The Transition, Cabinet Nominees and ‘Star Wars’ vs. ‘Star Trek’"""
3054,January 11 2017," MATTHEW GOLDSTEIN, ALEXANDRA STEVENSON and STEVE EDER"," ""A Financial Mystery Bears the Treasury Nominee’s Name"""
3055,January 11 2017, NELSON D. SCHWARTZ," ""Christopher Byron, 72, a Financial Writer"""
3056,January 11 2017, MICHAEL M. GRYNBAUM," ""Trump Attacks News Media, Which Then Battle Among Themselves"""
3057,January 11 2017, ANITA RAGHAVAN," ""Fund Seeks to Grow as Others Stumble"""
3058,January 11 2017, NATHANIEL POPPER," ""JPMorgan Ordered to Pay Damages for Firing Arizona Whistle-Blower"""
3059,January 11 2017, ANN CARRNS," ""The Number of Older Student Loan Borrowers Is Rising"""
3060,January 11 2017, KATE KELLY and MAGGIE HABERMAN," ""Another  Goldman  Executive Is Chosen"""
3061,January 11 2017," HIROKO TABUCHI, JACK EWING and MATT APUZZO"," ""6 Executives Charged as Volkswagen Pleads Guilty in Emissions Case"""
3062,January 11 2017, JOHN F. WASIK," ""How Student Debt Is Snuffing Out Creative Sparks"""
3063,January 11 2017, SAPNA MAHESHWARI," ""More Ads Coming to Instagram, This Time in Its Stories Feature"""
3064,January 13 2017, CONRAD DE AENLLE," ""Markets Cope (for Now) With Blows to Unity in Europe"""
3065,January 13 2017, PAUL B. BROWN," ""Making Your Family Better at Personal Finance"""
3066,January 13 2017, BROOKS BARNES," ""Executive Is Moving From Sony to Snapchat"""
3067,January 13 2017, TIM GRAY," ""Taking the Long View Paid Off in the Short Term"""
3068,January 13 2017, NORM ALSTER," ""Infrastructure Dollars Might Divert to the Very Rich"""
3069,January 13 2017, CARLA FRIED," ""Money Market Mutual Funds and C.D.s Get a Lift"""
3070,January 13 2017, PAUL J. LIM," ""The Bond Market Is Shifting — Steady Yourself"""
3071,January 13 2017, TIM GRAY," ""Forests Are a Treasure. But Are They Good Investments?"""
3072,January 13 2017, CONRAD DE AENLLE," ""A Rising Market Confronts Higher Risks"""
3073,January 13 2017, M.P. DUNLEAVEY," ""A Trillion-Dollar Puzzle"""
3074,January 13 2017, ANTONY CURRIE," ""Big Banks Reap Stock Gains Ahead of Profits"""
3075,January 13 2017, GRETCHEN MORGENSON," ""Who Profits as Paybacks Languish?"""
3076,January 13 2017, CHRISTOPHER DREW," ""Lockheed Pledges More Jobs and a Lowering of Costs for Fighter Jet"""
3077,January 13 2017, JACK EWING," ""Volkswagen’s Diesel Scandal: Who Has Been Charged?"""
3078,January 13 2017, JACK EWING," ""More VW Charges Possible,  Court Documents Suggest"""
3079,January 13 2017, JOHN F. WASIK," ""How to Get Financial Advice in Your Best Interest"""
3080,January 13 2017, DAVID GELLES," ""Well Done? The Veggie Burger 2.0"""
3081,January 13 2017, MICHAEL CORKERY," ""Wells Fargo Struggling in Wake of Fraud Scandal, Quarterly Data Show"""
3082,January 13 2017, HIROKO TABUCHI and NEAL E. BOUDETTE," ""U.S. Charges Takata Officers in Airbag Case"""
3083,January 13 2017, BILL VLASIC," ""E.P.A. Affirms Goals for Fuel Economy, but Trump Is Likely to Challenge Them"""
3084,January 14 2017, PAUL MOZUR," ""Pushing to Tighten Control Over Mobile Apps, China Orders Stores to Register"""
3085,January 14 2017, DIANE CARDWELL and CLIFFORD KRAUSS," ""A Big Test for Big Batteries"""
3086,January 14 2017, NELSON D. SCHWARTZ," ""Will ‘slap in the face’ revive Davos agenda, or daze it?"""
3087,January 14 2017, DIANE CARDWELL," ""The Long Reach of the Aliso Canyon Gas Leak"""
3088,January 14 2017, THE ASSOCIATED PRESS," ""Moody’s to Pay $864 Million in Inflated Ratings Case"""
3089,January 14 2017, CLIFFORD KRAUSS," ""With a Major Offshore Discovery, Guyana Is Poised to Become a Top Energy Producer"""
3090,January 13 2017, CONRAD DE AENLLE," ""Markets Cope (for Now) With Blows to Unity in Europe"""
3091,January 13 2017, PAUL B. BROWN," ""Making Your Family Better at Personal Finance"""
3092,January 13 2017, BROOKS BARNES," ""Executive Is Moving From Sony to Snapchat"""
3093,January 13 2017, TIM GRAY," ""Taking the Long View Paid Off in the Short Term"""
3094,January 13 2017, NORM ALSTER," ""Infrastructure Dollars Might Divert to the Very Rich"""
3095,January 13 2017, CARLA FRIED," ""Money Market Mutual Funds and C.D.s Get a Lift"""
3096,January 13 2017, PAUL J. LIM," ""The Bond Market Is Shifting — Steady Yourself"""
3097,January 13 2017, TIM GRAY," ""Forests Are a Treasure. But Are They Good Investments?"""
3098,January 13 2017, CONRAD DE AENLLE," ""A Rising Market Confronts Higher Risks"""
3099,January 13 2017, M.P. DUNLEAVEY," ""A Trillion-Dollar Puzzle"""
3100,January 13 2017, ANTONY CURRIE," ""Big Banks Reap Stock Gains Ahead of Profits"""
3101,January 13 2017, GRETCHEN MORGENSON," ""Who Profits as Paybacks Languish?"""
3102,January 13 2017, CHRISTOPHER DREW," ""Lockheed Pledges More Jobs and a Lowering of Costs for Fighter Jet"""
3103,January 13 2017, JACK EWING," ""Volkswagen’s Diesel Scandal: Who Has Been Charged?"""
3104,January 15 2017,," ""Davos to Get Underway as Bank Reports Emerge"""
3105,January 15 2017,," ""The United States Treasury Auctions Scheduled for the Week of Jan. 16"""
3106,January 15 2017, MICHAEL M. GRYNBAUM," ""Trump Team Weighs Moving White House Press Corps, Setting Off Alarm"""
3107,January 15 2017, STACY COWLEY," ""Tax Chains Try Sweeter Pitch: No-Fee Loans"""
3108,January 15 2017, JIM RUTENBERG," ""Bill Maher Isn’t High on Trump"""
3109,January 15 2017, JENNIFER A. KINGSON," ""Chat With a Cat? Who Could Resist?"""
3110,January 15 2017, JONATHAN WEISMAN," ""Global trade in the Trump era"""
3111,January 15 2017, STANLEY REED," ""Experts Ask How Rise of Trump Will Affect Progress on Climate Change"""
3112,January 14 2017, PAUL MOZUR," ""Pushing to Tighten Control Over Mobile Apps, China Orders Stores to Register"""
3113,January 14 2017, DIANE CARDWELL and CLIFFORD KRAUSS," ""A Big Test for Big Batteries"""
3114,January 14 2017, NELSON D. SCHWARTZ," ""Will ‘slap in the face’ revive Davos agenda, or daze it?"""
3115,January 14 2017, DIANE CARDWELL," ""The Long Reach of the Aliso Canyon Gas Leak"""
3116,January 14 2017, THE ASSOCIATED PRESS," ""Moody’s to Pay $864 Million in Inflated Ratings Case"""
3117,January 14 2017, CLIFFORD KRAUSS," ""With a Major Offshore Discovery, Guyana Is Poised to Become a Top Energy Producer"""
3118,January 16 2017, ALEXANDRA STEVENSON and LESLIE PICKER," ""Among Some Executives Who Control  Trillions, the Power Tie Is a Rare Sight"""
3119,January 16 2017, TIMOTHY PRATT and SYDNEY EMBER," ""Voice of Politics in Nevada Media Starts News Site"""
3120,January 16 2017, CHAD BRAY," ""Rolls-Royce Reaches Deals to End Corruption Inquiries"""
3121,January 16 2017, PETER J. HENNING," ""U.S. Crackdown on Corporate Wrongdoers May Be Undone by National Borders"""
3122,January 16 2017, ALISON SMALE," ""Putting more women on a path to power"""
3123,January 16 2017, PAUL MOZUR," ""Political Crisis Engulfs a Company Tied to South Korea’s Success"""
3124,January 16 2017, KEITH BRADSHER and JACK EWING," ""Trump’s Talk of a Car Tariff Ignores Intricacies"""
3125,January 16 2017, ANDREW ROSS SORKIN," ""Davos Glitter in the Gloom of Populism"""
3126,January 16 2017, AMIE TSANG," ""Morning Agenda: Davos Man vs. Trump, Samsung Leader Faces Arrest, Tax Time"""
3127,January 16 2017, CHAD BRAY and ELIZABETH PATON," ""Luxottica, Owner of Ray-Ban, in $49 Billion Merger With Essilor"""
3128,January 16 2017, NEIL GOUGH," ""Richest Man in Hong Kong Raises Offer in Australia"""
3129,January 16 2017, JONATHAN SOBLE," ""Guilty Plea Moves Takata Toward Road to Recovery"""
3130,January 16 2017, DANIEL E. SLOTNIK," ""Putting Figures to a Feeling on ’16 Deaths"""
3131,January 15 2017,," ""Davos to Get Underway as Bank Reports Emerge"""
3132,January 15 2017,," ""The United States Treasury Auctions Scheduled for the Week of Jan. 16"""
3133,January 15 2017, MICHAEL M. GRYNBAUM," ""Trump Team Weighs Moving White House Press Corps, Setting Off Alarm"""
3134,January 15 2017, STACY COWLEY," ""Tax Chains Try Sweeter Pitch: No-Fee Loans"""
3135,January 15 2017, JIM RUTENBERG," ""Bill Maher Isn’t High on Trump"""
3136,January 15 2017, JENNIFER A. KINGSON," ""Chat With a Cat? Who Could Resist?"""
3137,January 15 2017, JONATHAN WEISMAN," ""Global trade in the Trump era"""
3138,January 17 2017, REUTERS," ""Deutsche Bank and U.S. Settle Mortgage Securities Inquiry"""
3139,January 17 2017, DAVID ZARING," ""Why Dodd-Frank Has Little to Fear From Constitutional Challenges"""
3140,January 17 2017, MICHAEL J. de la MERCED," ""Trump Aide Sells SkyBridge to Consortium From China"""
3141,January 17 2017, JOHN KOBLIN," ""Jerry Seinfeld Takes ‘Comedians in Cars’ to Netflix"""
3142,January 17 2017, STEVEN DAVIDOFF SOLOMON," ""Sears Sells Something for Everyone. And That’s the Problem."""
3143,January 17 2017, ANTONY CURRIE," ""Morgan Stanley Nearly Doubled Profit From Year Earlier Fourth Quarter"""
3144,January 17 2017, PETER S. GOODMAN," ""Xi Casts China as Champion of Openness"""
3145,January 17 2017, MIRANDA S. SPIVACK," ""A Mecca for Car Racing Revamped as a Hub for Tech"""
3146,January 17 2017, EDUARDO PORTER," ""Progress Stunted by a Nuclear Hurdle"""
3147,January 17 2017, SYDNEY EMBER," ""Internal New York Times Report Urges Faster Newsroom Change"""
3148,January 17 2017, NELSON D. SCHWARTZ and BILL VLASIC," ""By Announcing New Jobs, Corporations Help Themselves"""
3149,January 17 2017, CHAD BRAY," ""$49 Billion Deal Will Create Tobacco Giant"""
3150,January 17 2017, AMIE TSANG," ""Morning Agenda: Inequality at Davos, Trump and Russia, Women in Governance"""
3151,January 17 2017, JANE L. LEVERE," ""Another Upstart Threat in Crowded Atlantic Sky"""
3152,January 17 2017, BORYANA DZHAMBAZOVA," ""Leave the E.U.? No, Thanks"""
3153,January 17 2017, DYLAN LOEB McCLAIN," ""Hans Berliner, 87, Master Chess Player and Programmer"""
3154,January 16 2017, ALEXANDRA STEVENSON and LESLIE PICKER," ""Among Some Executives Who Control  Trillions, the Power Tie Is a Rare Sight"""
3155,January 16 2017, TIMOTHY PRATT and SYDNEY EMBER," ""Voice of Politics in Nevada Media Starts News Site"""
3156,January 16 2017, CHAD BRAY," ""Rolls-Royce Reaches Deals to End Corruption Inquiries"""
3157,January 16 2017, PETER J. HENNING," ""U.S. Crackdown on Corporate Wrongdoers May Be Undone by National Borders"""
3158,January 18 2017, MICHAEL CORKERY," ""JPMorgan Set to Pay $55 Million in Bias Case"""
3159,January 18 2017, JEFF SOVERN," ""Trump Faces Stark Choice: Protect Consumers or Banks"""
3160,January 18 2017, JULIE WEED," ""A Pair of Retirees  With a Safe Place to Keep Your Pot"""
3161,January 18 2017, RACHEL MORARJEE," ""HNA Seeking Direct Bridge to Washington"""
3162,January 18 2017, MICHAEL J. de la MERCED," ""Ownership of Penguin Random House Poised to Change"""
3163,January 18 2017, JOHN KOBLIN," ""NBC Will Bring Back ‘Will & Grace’"""
3164,January 18 2017, MICHAEL M. GRYNBAUM and SAPNA MAHESHWARI," ""An ‘Apprentice’ Sponsor Pulls Out Over Trump"""
3165,January 18 2017, BEN PROTESS," ""Enforcement Chief to Step Down at Financial Derivatives Regulator"""
3166,January 18 2017, CHAD BRAY," ""Deutsche Bank to ‘Substantially Limit’ Bonuses for 2016"""
3167,January 18 2017, SYDNEY EMBER," ""Times Company Appoints David Perpich to Oversee The Wirecutter"""
3168,January 18 2017, PETER S. GOODMAN," ""Amid Populist Fury, Elite Mull Inequity, but Avoid Talk of Sacrifice"""
3169,January 18 2017, AMIE TSANG," ""Morning Agenda: Divestment, China’s Leadership, Market Uncertainty"""
3170,January 18 2017, MATTHEW GOLDSTEIN," ""Trump’s Pick Will Divest 80 Holdings, Filing Says"""
3171,January 18 2017, LANDON THOMAS Jr," ""Run-Up Since Vote Slows as Investors Ponder Risks"""
3172,January 18 2017, REUTERS," ""F.T.C. Accuses Qualcomm  of Anticompetitive Practices"""
3173,January 18 2017, CLIFFORD KRAUSS," ""Where Oil Is Stacked Like a Layer Cake"""
3174,January 17 2017, REUTERS," ""Deutsche Bank and U.S. Settle Mortgage Securities Inquiry"""
3175,January 17 2017, DAVID ZARING," ""Why Dodd-Frank Has Little to Fear From Constitutional Challenges"""
3176,January 17 2017, MICHAEL J. de la MERCED," ""Trump Aide Sells SkyBridge to Consortium From China"""
3177,January 17 2017, JOHN KOBLIN," ""Jerry Seinfeld Takes ‘Comedians in Cars’ to Netflix"""
3178,January 19 2017, ALEXANDRA ALTER," ""Writer of Children’s Books Based on Classics Is Sued"""
3179,January 19 2017, SAM ROBERTS," ""Wayne Barrett, Fierce New York Muckraker, Is Dead at 71"""
3180,January 19 2017, ELIZABETH OLSON," ""For-Profit Law School Takes Hit on Loans"""
3181,January 19 2017, TOM BUERKLE," ""Student Loan Suit Is Bold Gambit on Eve of Trump Presidency"""
3182,January 19 2017, ALEXANDRA STEVENSON," ""Global Elites See an ‘Abyss’: The Populist Surge Upending the Status Quo"""
3183,January 19 2017, ALISON SMALE and JACK EWING," ""Former Chief of VW Holds Firm During Grilling on Emissions Deception"""
3184,January 19 2017, JONATHAN SOBLE," ""Right-Wing Hoteliers in Japan Anger China With Their Revisionist Views"""
3185,January 19 2017, AMIE TSANG," ""Morning Agenda: Inequality at Davos, Student Loan Collector Sued"""
3186,January 19 2017, CHARLES DUHIGG," ""Business Government"""
3187,January 19 2017, MICHELLE INNIS," ""Australians to Welcome Home Their Vegemite, a Yeasty Staple in Exile"""
3188,January 19 2017, JACK EWING," ""E.C.B., Facing Monetary Policy Complications Worldwide, Holds Firm"""
3189,January 19 2017, STACY COWLEY and JESSICA SILVER-GREENBERG," ""U.S. Suit Says Loan Collector Duped Students"""
3190,January 19 2017, BEN SISARIO," ""McCartney Sues to Get Back His Songs"""
3191,January 19 2017, EMILY STEEL," ""Netflix Goes Global and Its Profit Soars"""
3192,January 18 2017, MICHAEL CORKERY," ""JPMorgan Set to Pay $55 Million in Bias Case"""
3193,January 18 2017, JEFF SOVERN," ""Trump Faces Stark Choice: Protect Consumers or Banks"""
3194,January 18 2017, JULIE WEED," ""A Pair of Retirees  With a Safe Place to Keep Your Pot"""
3195,January 18 2017, RACHEL MORARJEE," ""HNA Seeking Direct Bridge to Washington"""
3196,January 18 2017, MICHAEL J. de la MERCED," ""Ownership of Penguin Random House Poised to Change"""
3197,January 18 2017, JOHN KOBLIN," ""NBC Will Bring Back ‘Will & Grace’"""
3198,January 20 2017, REUTERS," ""Japan Air Commuter Takes First ATR in Quest for Foreign Tourists"""
3199,January 20 2017, THE ASSOCIATED PRESS," ""Business Highlights"""
3200,January 20 2017, REUTERS," ""U.S. Bankruptcy Court Judge OKs $425 Million for Avaya Loan"""
3201,January 20 2017, THE ASSOCIATED PRESS," ""Apple Depicts Qualcomm as a Shady Monopolist in $1B Lawsuit"""
3202,January 20 2017, REUTERS," ""Greece Says It May Extend Fiscal Contingency Mechanism to 2019"""
3203,January 20 2017, REUTERS," ""TrailStone Buys Cargill's Power and Gas Group: Sources"""
3204,January 20 2017, THE ASSOCIATED PRESS," ""Procter & Gamble, Skyworks Gain; Bristol-Myers Squibb Sinks"""
3205,January 20 2017, CAROL RYAN," ""Heineken Sets Sights on Brazil"""
3206,January 20 2017, REUTERS," ""Morgan Stanley CEO James Gorman's 2016 Pay Up 7 Pct to $22.5 Million"""
3207,January 20 2017, REUTERS," ""U.S. Department Stores Steady Profitability Boat Even as Sales Slide"""
3208,January 20 2017, REUTERS," ""Apple Files $1 Billion Lawsuit Against Chip Supplier Qualcomm"""
3209,January 20 2017, THE ASSOCIATED PRESS," ""Grain Mostly Higher, Livestock Mixed"""
3210,January 20 2017, SAM ROBERTS," ""William A. Hilliard, 89, Unifying Black Journalist, Dies"""
3211,January 20 2017, REUTERS," ""Maverick Capital Eyes Rebound on Bets Trump May Roil Wall Street"""
3212,January 20 2017, THE ASSOCIATED PRESS," ""Recalls This Week: Baby Mobiles, Bicycles"""
3213,January 20 2017, THE ASSOCIATED PRESS," ""US Rig Count Jumps 35 This Week to 694; Texas Up 17"""
3214,January 20 2017, REUTERS," ""Haiti's President-Elect Hit With Money Laundering Allegation"""
3215,January 20 2017, REUTERS," ""Uber Hires Google Search Veteran Singhal for Senior Engineering Post"""
